# 1:T               2:E_av               3:E_err               4:C               5:M               6:Mx               7:My               8:Mz               9:M_err_x               10:M_err_y               11:M_err_z               12:chi_x               13:chi_y               14:chi_z               15:vx               16:vy               17:vz               18:qeuler               19:Chi_q               20:Q+               21:Chi_qp               22:Q-               23:Chi_qm               24:l_x               25:l_y               26:l_z               27:Chi_QpQm               28: Re(Mj+Mi-)               29: Im(Mj+Mi-)               30: Re(Mi+Mi+)               31: Im(Mi+Mi+)               32: Re(Mi+Mi-)               33: Re(Mi+Mj+)               34: Im(Mi+Mj+)
   0.4000000000E+002     0.3260625000E-003     0.8771150299E-004     0.2589721924E+000     0.2487500000E-003     0.0000000000E+000     0.0000000000E+000    -0.2487500000E-003     0.0000000000E+000     0.0000000000E+000     0.1263898134E+000     0.0000000000E+000     0.0000000000E+000     0.1853518860E+004     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2885980620E+002    -0.1292037500E-003     0.1257965881E-003     0.1023318708E+001     0.1968750000E-002     0.0000000000E+000     0.0000000000E+000    -0.1968750000E-002     0.0000000000E+000     0.0000000000E+000     0.3912525592E+000     0.0000000000E+000     0.0000000000E+000     0.2461806011E+005     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2218182600E+002    -0.8028400000E-003     0.7249735432E-004     0.5753203518E+000     0.7812500000E-004     0.0000000000E+000     0.0000000000E+000     0.7812500000E-004     0.0000000000E+000     0.0000000000E+000     0.9361187187E+000     0.0000000000E+000     0.0000000000E+000     0.1833569686E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.1000000000E+002    -0.9992250000E-003     0.3962491318E-005     0.8456616914E-002     0.4000125000E-001     0.0000000000E+000     0.0000000000E+000     0.4000125000E-001     0.0000000000E+000     0.0000000000E+000     0.9990661786E+000     0.0000000000E+000     0.0000000000E+000     0.4632563379E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2354406094E+002    -0.7253850000E-003     0.8879027108E-004     0.7659986915E+000     0.1743750000E-003     0.0000000000E+000     0.0000000000E+000    -0.1743750000E-003     0.0000000000E+000     0.0000000000E+000     0.9033810782E+000     0.0000000000E+000     0.0000000000E+000     0.1608768159E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.3800136606E+002     0.2790037500E-003     0.8903123500E-004     0.2956285601E+000     0.5818750000E-003     0.0000000000E+000     0.0000000000E+000    -0.5818750000E-003     0.0000000000E+000     0.0000000000E+000     0.1375101021E+000     0.0000000000E+000     0.0000000000E+000     0.2309419645E+004     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2645105210E+002    -0.4251462500E-003     0.1456815242E-003     0.1633740449E+001     0.7943750000E-002     0.0000000000E+000     0.0000000000E+000    -0.7943750000E-002     0.0000000000E+000     0.0000000000E+000     0.7002314884E+000     0.0000000000E+000     0.0000000000E+000     0.8603460667E+005     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2056737024E+002    -0.8702737500E-003     0.5778369087E-004     0.4251214663E+000     0.4307500000E-002     0.0000000000E+000     0.0000000000E+000    -0.4307500000E-002     0.0000000000E+000     0.0000000000E+000     0.9608076755E+000     0.0000000000E+000     0.0000000000E+000     0.2083181055E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.3194685006E+002     0.6617750000E-004     0.1041335391E-003     0.5722491822E+000     0.7775000000E-002     0.0000000000E+000     0.0000000000E+000    -0.7775000000E-002     0.0000000000E+000     0.0000000000E+000     0.2250364516E+000     0.0000000000E+000     0.0000000000E+000     0.7357165991E+004     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.2602933497E+002    -0.4852662500E-003     0.1384898066E-003     0.1524647631E+001     0.1570000000E-002     0.0000000000E+000     0.0000000000E+000    -0.1570000000E-002     0.0000000000E+000     0.0000000000E+000     0.7524107507E+000     0.0000000000E+000     0.0000000000E+000     0.1009438275E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
   0.1673310214E+002    -0.9618387500E-003     0.2901183740E-004     0.1619039914E+000     0.5005000000E-002     0.0000000000E+000     0.0000000000E+000     0.5005000000E-002     0.0000000000E+000     0.0000000000E+000     0.9897438932E+000     0.0000000000E+000     0.0000000000E+000     0.2717077682E+006     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000    -0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000     0.0000000000E+000
